QueryAccVer,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold
ASV_1136,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_1154,Diaphoreolis viridis,species,Diaphoreolis viridis,Diaphoreolis,Trinchesiidae,Nudibranchia,Gastropoda,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1157,Mytilus sp,species,Mytilus sp,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1178,Ammodytes,genus,NA,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,97
ASV_1184,Hyas,genus,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,97
ASV_1219,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1243,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1250,Thunnus thynnus,species,Thunnus thynnus,Thunnus,Scombridae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,97
ASV_1264,Hiatella arctica,species,Hiatella arctica,Hiatella,Hiatellidae,Adapedonta,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1293,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_1294,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,97
ASV_1331,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1371,Micrura varicolor,species,Micrura varicolor,Micrura,Lineidae,Heteronemertea,Pilidiophora,Nemertea,Animalia,LCA,GSL_rl,97
ASV_1383,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,97
ASV_1400,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1407,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1441,Obelia,genus,NA,Obelia,Campanulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,LCA,GSL_rl,97
ASV_1461,Halocynthia pyriformis,species,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,LCA,GSL_rl,97
ASV_1472,Solaster endeca,species,Solaster endeca,Solaster,Solasteridae,Valvatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_1565,Halichondria panicea,species,Halichondria panicea,Halichondria,Halichondriidae,Suberitida,Demospongiae,Porifera,Animalia,LCA,GSL_rl,97
ASV_1629,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,97
ASV_1641,Strongylocentrotus,genus,NA,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_1666,Strongylocentrotus,genus,NA,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_1668,Golfingia margaritacea,species,Golfingia margaritacea,Golfingia,Golfingiidae,Golfingiida,Sipunculidea,Sipuncula,Animalia,LCA,GSL_rl,97
ASV_1691,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,97
ASV_1692,Nanomia cara,species,Nanomia cara,Nanomia,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,LCA,GSL_rl,97
ASV_1719,Strongylocentrotus,genus,NA,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_1744,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1766,Mytilus sp,species,Mytilus sp,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1788,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1810,Ophiura sarsii,species,Ophiura sarsii,Ophiura,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_1831,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1846,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1892,Scomber scombrus,species,Scomber scombrus,Scomber,Scombridae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,97
ASV_1895,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1904,Scoloplos armiger,species,Scoloplos armiger,Scoloplos,Orbiniidae,Orbiniidae_order_incertae_sedis,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_1935,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_1945,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_1961,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2062,Strongylocentrotus droebachiensis,species,Strongylocentrotus droebachiensis,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_2075,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_2087,Dodecaceria concharum,species,Dodecaceria concharum,Dodecaceria,Cirratulidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_2166,Asterias rubens,species,Asterias rubens,Asterias,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_2268,Coryphella verrucosa,species,Coryphella verrucosa,Coryphella,Coryphellidae,Nudibranchia,Gastropoda,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2282,Ophiura robusta,species,Ophiura robusta,Ophiura,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_2337,Meganyctiphanes norvegica,species,Meganyctiphanes norvegica,Meganyctiphanes,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,97
ASV_2366,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_2376,Ammodytes hexapterus,species,Ammodytes hexapterus,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,97
ASV_2453,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2493,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2518,Terebellides sp,species,Terebellides sp,Terebellides,Trichobranchidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_2519,Coryphella verrucosa,species,Coryphella verrucosa,Coryphella,Coryphellidae,Nudibranchia,Gastropoda,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2545,Pentamera calcigera,species,Pentamera calcigera,Pentamera,Phyllophoridae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_2593,Mallotus villosus,species,Mallotus villosus,Mallotus,Osmeridae,Osmeriformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,97
ASV_2621,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2637,Cirratulus cirratus,species,Cirratulus cirratus,Cirratulus,Cirratulidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,97
ASV_2697,Ophiacantha bidentata,species,Ophiacantha bidentata,Ophiacantha,Ophiacanthidae,Ophiacanthida,Ophiuroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_2746,Halisarca dujardinii,species,Halisarca dujardinii,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera,Animalia,LCA,GSL_rl,97
ASV_2765,Paranais litoralis,species,Paranais litoralis,Paranais,Naididae,Haplotaxida,Clitellata,Annelida,Animalia,LCA,GSL_rl,97
ASV_2774,Lagenorhynchus acutus,species,Lagenorhynchus acutus,Lagenorhynchus,Delphinidae,Cetartiodactyla,Mammalia,Chordata,Animalia,LCA,GSL_rl,97
ASV_2843,Leptasterias,genus,NA,Leptasterias,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_2921,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2982,Ancula gibbosa,species,Ancula gibbosa,Ancula,Goniodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,LCA,GSL_rl,97
ASV_2987,Alcyonacea,order,NA,NA,NA,Alcyonacea,Anthozoa,Cnidaria,Animalia,LCA,GSL_rl,97
ASV_3028,Myoxocephalus scorpius,species,Myoxocephalus scorpius,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,97
ASV_3071,Balanus balanus,species,Balanus balanus,Balanus,Balanidae,Sessilia,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,97
ASV_3225,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,97
ASV_3279,Leptasterias polaris,species,Leptasterias polaris,Leptasterias,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,97
ASV_8,Calanus finmarchicus,species,Calanus finmarchicus,Calanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_13,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_18,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_20,Morone saxatilis,species,Morone saxatilis,Morone,Moronidae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_42,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_44,Calanus finmarchicus,species,Calanus finmarchicus,Calanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_87,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_90,Prionospio steenstrupi,species,Prionospio steenstrupi,Prionospio,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_177,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_195,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_201,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_214,Ophiopholis aculeata,species,Ophiopholis aculeata,Ophiopholis,Ophiopholidae,Amphilepidida,Ophiuroidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_233,Nanomia cara,species,Nanomia cara,Nanomia,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_234,Spirontocaris spinus,species,Spirontocaris spinus,Spirontocaris,Thoridae,Decapoda,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_258,Calanus finmarchicus,species,Calanus finmarchicus,Calanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_281,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_313,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_320,Echinarachnius parma,species,Echinarachnius parma,Echinarachnius,Echinarachniidae,Clypeasteroida,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_384,Morone saxatilis,species,Morone saxatilis,Morone,Moronidae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_400,Metridia lucens,species,Metridia lucens,Metridia,Metridinidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_401,Calanus finmarchicus,species,Calanus finmarchicus,Calanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_411,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_430,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_478,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_532,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_585,Phocoena phocoena,species,Phocoena phocoena,Phocoena,Phocoenidae,Cetartiodactyla,Mammalia,Chordata,Animalia,LCA,GSL_rl,99
ASV_607,Argis dentata,species,Argis dentata,Argis,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_645,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_710,Acartia longiremis,species,Acartia longiremis,Acartia,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_742,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_744,Pseudopotamilla reniformis,species,Pseudopotamilla reniformis,Pseudopotamilla,Sabellidae,Sabellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_760,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_782,Calanus finmarchicus,species,Calanus finmarchicus,Calanus,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_815,Gymnocanthus tricuspis,species,Gymnocanthus tricuspis,Gymnocanthus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_896,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_897,Plotocnide borealis,species,Plotocnide borealis,Plotocnide,Boreohydridae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_902,Prionospio steenstrupi,species,Prionospio steenstrupi,Prionospio,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_911,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_921,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_941,Ammodytes,genus,NA,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_975,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_981,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_1001,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_1048,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_1059,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_1090,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_1136,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_1157,Mytilus sp,species,Mytilus sp,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1178,Ammodytes,genus,NA,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_1184,Hyas,genus,NA,Hyas,Oregoniidae,Decapoda,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_1219,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1243,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1250,Thunnus thynnus,species,Thunnus thynnus,Thunnus,Scombridae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_1264,Hiatella arctica,species,Hiatella arctica,Hiatella,Hiatellidae,Adapedonta,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1293,Thelepus cincinnatus,species,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_1294,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_1331,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1371,Micrura varicolor,species,Micrura varicolor,Micrura,Lineidae,Heteronemertea,Pilidiophora,Nemertea,Animalia,LCA,GSL_rl,99
ASV_1383,Cyanea capillata,species,Cyanea capillata,Cyanea,Cyaneidae,Semaeostomeae,Scyphozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_1400,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1407,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1441,Obelia,genus,NA,Obelia,Campanulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_1461,Halocynthia pyriformis,species,Halocynthia pyriformis,Halocynthia,Pyuridae,Stolidobranchia,Ascidiacea,Chordata,Animalia,LCA,GSL_rl,99
ASV_1472,Solaster endeca,species,Solaster endeca,Solaster,Solasteridae,Valvatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_1565,Halichondria panicea,species,Halichondria panicea,Halichondria,Halichondriidae,Suberitida,Demospongiae,Porifera,Animalia,LCA,GSL_rl,99
ASV_1629,Oithona similis,species,Oithona similis,Oithona,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_1641,Strongylocentrotus pallidus,species,Strongylocentrotus pallidus,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_1666,Strongylocentrotus pallidus,species,Strongylocentrotus pallidus,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_1668,Golfingia margaritacea,species,Golfingia margaritacea,Golfingia,Golfingiidae,Golfingiida,Sipunculidea,Sipuncula,Animalia,LCA,GSL_rl,99
ASV_1691,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_1692,Nanomia cara,species,Nanomia cara,Nanomia,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_1719,Strongylocentrotus pallidus,species,Strongylocentrotus pallidus,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_1744,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1766,Mytilus sp,species,Mytilus sp,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1788,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1810,Ophiura sarsii,species,Ophiura sarsii,Ophiura,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_1892,Scomber scombrus,species,Scomber scombrus,Scomber,Scombridae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_1895,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_1904,Scoloplos armiger,species,Scoloplos armiger,Scoloplos,Orbiniidae,Orbiniidae_order_incertae_sedis,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_1935,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_1961,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_2062,Strongylocentrotus droebachiensis,species,Strongylocentrotus droebachiensis,Strongylocentrotus,Strongylocentrotidae,Camarodonta,Echinoidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_2075,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_2087,Dodecaceria concharum,species,Dodecaceria concharum,Dodecaceria,Cirratulidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_2166,Asterias rubens,species,Asterias rubens,Asterias,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_2268,Coryphella verrucosa,species,Coryphella verrucosa,Coryphella,Coryphellidae,Nudibranchia,Gastropoda,Mollusca,Animalia,LCA,GSL_rl,99
ASV_2282,Ophiura robusta,species,Ophiura robusta,Ophiura,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_2337,Meganyctiphanes norvegica,species,Meganyctiphanes norvegica,Meganyctiphanes,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_2376,Ammodytes hexapterus,species,Ammodytes hexapterus,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_2453,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_2493,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_2518,Terebellides sp,species,Terebellides sp,Terebellides,Trichobranchidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_2519,Coryphella verrucosa,species,Coryphella verrucosa,Coryphella,Coryphellidae,Nudibranchia,Gastropoda,Mollusca,Animalia,LCA,GSL_rl,99
ASV_2545,Pentamera calcigera,species,Pentamera calcigera,Pentamera,Phyllophoridae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_2621,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,LCA,GSL_rl,99
ASV_2637,Cirratulus cirratus,species,Cirratulus cirratus,Cirratulus,Cirratulidae,Terebellida,Polychaeta,Annelida,Animalia,LCA,GSL_rl,99
ASV_2746,Halisarca dujardinii,species,Halisarca dujardinii,Halisarca,Halisarcidae,Chondrillida,Demospongiae,Porifera,Animalia,LCA,GSL_rl,99
ASV_2765,Paranais litoralis,species,Paranais litoralis,Paranais,Naididae,Haplotaxida,Clitellata,Annelida,Animalia,LCA,GSL_rl,99
ASV_2774,Lagenorhynchus acutus,species,Lagenorhynchus acutus,Lagenorhynchus,Delphinidae,Cetartiodactyla,Mammalia,Chordata,Animalia,LCA,GSL_rl,99
ASV_2843,Leptasterias littoralis,species,Leptasterias littoralis,Leptasterias,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,99
ASV_2987,Gersemia rubiformis,species,Gersemia rubiformis,Gersemia,Nephtheidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,LCA,GSL_rl,99
ASV_3028,Myoxocephalus scorpius,species,Myoxocephalus scorpius,Myoxocephalus,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,LCA,GSL_rl,99
ASV_3071,Balanus balanus,species,Balanus balanus,Balanus,Balanidae,Sessilia,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_3225,Pseudocalanus minutus,species,Pseudocalanus minutus,Pseudocalanus,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,LCA,GSL_rl,99
ASV_3279,Leptasterias polaris,species,Leptasterias polaris,Leptasterias,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,LCA,GSL_rl,99
