QueryAccVer,SeqName,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold,Taxon.ori,Genus.ori,Family.ori,Order.ori,Class.ori,Phylum.ori
WW573-08,WW573-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus oceanicus,species,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW583-08,WW583-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus oceanicus,species,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW799-08,WW799-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus oceanicus,species,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW574-08,WW574-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus oceanicus,species,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
ARCMI627-14,ARCMI627-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus oceanicus,species,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW527-08,WW527-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus oceanicus,Gammarus oceanicus,species,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus oceanicus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
ARCMI473-14,ARCMI473-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus setosus,Gammarus setosus,species,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
ARCMI501-14,ARCMI501-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus setosus,Gammarus setosus,species,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW526-08,WW526-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus setosus,Gammarus setosus,species,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW522-08,WW522-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus setosus,Gammarus setosus,species,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
VAFIV096-14,VAFIV096-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
VATWO035-14,VATWO035-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
VATWO200-14,VATWO200-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
VATWO003-14,VATWO003-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
VATWO099-14,VATWO099-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
VAFIV119-14,VAFIV119-14 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WWGSL255-08,WWGSL255-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WWGSL237-08,WWGSL237-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW812-08,WW812-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WWGSL208-08,WWGSL208-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW509-08,WW509-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WWGSL252-08,WWGSL252-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus mucronatus,Gammarus mucronatus,species,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW1056-08,WW1056-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW887-08,WW887-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW340-08,WW340-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW694-08,WW694-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW1066-08,WW1066-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW174-07,WW174-07 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WWGSL257-08,WWGSL257-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW740-08,WW740-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW1060-08,WW1060-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus lawrencianus,Gammarus lawrencianus,species,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus lawrencianus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW1059-08,WW1059-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Oedicerotidae; Oediceros; Oediceros saginatus,Oediceros saginatus,species,Oediceros saginatus,Oediceros,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Oediceros saginatus,Oediceros,Oedicerotidae,Amphipoda,Malacostraca,Arthropoda
WW1028-08,WW1028-08 Root; Animalia; Arthropoda; Malacostraca; Amphipoda; Gammaridae; Gammarus; Gammarus sp,Gammarus,genus,NA,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Gammarus sp,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda
WW626-08,WW626-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis gaspensis,Mysis gaspensis,species,Mysis gaspensis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis gaspensis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
WW673-08,WW673-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis gaspensis,Mysis gaspensis,species,Mysis gaspensis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis gaspensis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
WWGSL147-08,WWGSL147-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis gaspensis,Mysis gaspensis,species,Mysis gaspensis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis gaspensis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
NNMC543-10,NNMC543-10 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
CRCH096-09,CRCH096-09 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
NNMC068-08,NNMC068-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
CRCH097-09,CRCH097-09 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
NNMC367-08,NNMC367-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
NNMC265-08,NNMC265-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
CRCH093-09,CRCH093-09 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
SACRU011-08,SACRU011-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
NNMC269-08,NNMC269-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis oculata,Mysis oculata,species,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis oculata,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
RBGC007-03,RBGC007-03 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis relicta,Mysis diluviana,species,Mysis diluviana,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis relicta,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
WW1033-08,WW1033-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis mixta,Mysis mixta,species,Mysis mixta,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis mixta,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
WW159-07,WW159-07 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis stenolepis,Mysis stenolepis,species,Mysis stenolepis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis stenolepis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
WW619-08,WW619-08 Root; Animalia; Arthropoda; Malacostraca; Mysida; Mysidae; Mysis; Mysis stenolepis,Mysis stenolepis,species,Mysis stenolepis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda,Metazoa,Top hit,postONncbi_nt,95,Mysis stenolepis,Mysis,Mysidae,Mysida,Malacostraca,Arthropoda
ARCMI352-14,ARCMI352-14 Root; Animalia; Nemertea; Hoplonemertea; Monostilifera; Amphiporidae; Amphiporus; Amphiporus angulatus,Amphiporus angulatus,species,Amphiporus angulatus,Amphiporus,Amphiporidae,Monostilifera,Enopla,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Amphiporus angulatus,Amphiporus,Amphiporidae,Monostilifera,Hoplonemertea,Nemertea
GBSP0354-06,GBSP0354-06 Root; Animalia; Nemertea; Hoplonemertea; Monostilifera; Amphiporidae; Amphiporus; Amphiporus lactifloreus,Amphiporus lactifloreus,species,Amphiporus lactifloreus,Amphiporus,Amphiporidae,Monostilifera,Enopla,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Amphiporus lactifloreus,Amphiporus,Amphiporidae,Monostilifera,Hoplonemertea,Nemertea
GBMIN138724-18,GBMIN138724-18 Root; Animalia; Nemertea; Hoplonemertea; Monostilifera; Malacobdellidae; Malacobdella; Malacobdella grossa,Malacobdella grossa,species,Malacobdella grossa,Malacobdella,Malacobdellidae,Bdellonemertea,Enopla,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Malacobdella grossa,Malacobdella,Malacobdellidae,Monostilifera,Hoplonemertea,Nemertea
GBMIN138715-18,GBMIN138715-18 Root; Animalia; Nemertea; Hoplonemertea; Monostilifera; Malacobdellidae; Malacobdella; Malacobdella grossa,Malacobdella grossa,species,Malacobdella grossa,Malacobdella,Malacobdellidae,Bdellonemertea,Enopla,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Malacobdella grossa,Malacobdella,Malacobdellidae,Monostilifera,Hoplonemertea,Nemertea
GBMIN138723-18,GBMIN138723-18 Root; Animalia; Nemertea; Hoplonemertea; Monostilifera; Malacobdellidae; Malacobdella; Malacobdella grossa,Malacobdella grossa,species,Malacobdella grossa,Malacobdella,Malacobdellidae,Bdellonemertea,Enopla,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Malacobdella grossa,Malacobdella,Malacobdellidae,Monostilifera,Hoplonemertea,Nemertea
GBSP17193-19,GBSP17193-19 Root; Animalia; Nemertea; Pilidiophora; Heteronemertea; Lineidae; Lineus; Lineus ruber,Lineus ruber,species,Lineus ruber,Lineus,Lineidae,Heteronemertea,Pilidiophora,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Lineus ruber,Lineus,Lineidae,Heteronemertea,Pilidiophora,Nemertea
GBSP17196-19,GBSP17196-19 Root; Animalia; Nemertea; Pilidiophora; Heteronemertea; Lineidae; Lineus; Lineus viridis,Lineus viridis,species,Lineus viridis,Lineus,Lineidae,Heteronemertea,Pilidiophora,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Lineus viridis,Lineus,Lineidae,Heteronemertea,Pilidiophora,Nemertea
BENTH203-08,BENTH203-08 Root; Animalia; Mollusca; Polyplacophora; Chitonida; Mopaliidae; Amicula; Amicula vestita,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,Top hit,postONncbi_nt,95,Amicula vestita,Amicula,Mopaliidae,Chitonida,Polyplacophora,Mollusca
ARCMI631-14,ARCMI631-14 Root; Animalia; Mollusca; Polyplacophora; Chitonida; Tonicellidae; Tonicella; Tonicella marmorea,Tonicella marmorea,species,Tonicella marmorea,Tonicella,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Tonicella marmorea,Tonicella,Tonicellidae,Chitonida,Polyplacophora,Mollusca
BFMOL034-11,BFMOL034-11 Root; Animalia; Mollusca; Polyplacophora; Chitonida; Tonicellidae; Tonicella; Tonicella marmorea,Tonicella marmorea,species,Tonicella marmorea,Tonicella,Mopaliidae,Chitonida,Polyplacophora,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Tonicella marmorea,Tonicella,Tonicellidae,Chitonida,Polyplacophora,Mollusca
GBMLG10704-13,GBMLG10704-13 Root; Animalia; Mollusca; Gastropoda; Lepetidae_order_incertae_sedis; Lepetidae; Lepeta; Lepeta caeca,Lepeta caeca,species,Lepeta caeca,Lepeta,Lepetidae,NA,Gastropoda,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Lepeta caeca,Lepeta,Lepetidae,Lepetidae_order_incertae_sedis,Gastropoda,Mollusca
GBMIN5924-12,GBMIN5924-12 Root; Animalia; Mollusca; Gastropoda; Lepetidae_order_incertae_sedis; Lepetidae; Lepeta; Lepeta caeca,Lepeta caeca,species,Lepeta caeca,Lepeta,Lepetidae,NA,Gastropoda,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Lepeta caeca,Lepeta,Lepetidae,Lepetidae_order_incertae_sedis,Gastropoda,Mollusca
GBSP17176-19,GBSP17176-19 Root; Animalia; Nemertea; Palaeonemertea; Archinemertea; Cephalotrichidae; Cephalothrix; Cephalothrix spiralis,Cephalothrix spiralis,species,Cephalothrix spiralis,Cephalothrix,Cephalothricidae,NA,Palaeonemertea,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Cephalothrix spiralis,Cephalothrix,Cephalotrichidae,Archinemertea,Palaeonemertea,Nemertea
GBSP14708-19,GBSP14708-19 Root; Animalia; Nemertea; Palaeonemertea; Archinemertea; Cephalotrichidae; Cephalothrix; Cephalothrix spiralis,Cephalothrix spiralis,species,Cephalothrix spiralis,Cephalothrix,Cephalothricidae,NA,Palaeonemertea,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Cephalothrix spiralis,Cephalothrix,Cephalotrichidae,Archinemertea,Palaeonemertea,Nemertea
GBSP14706-19,GBSP14706-19 Root; Animalia; Nemertea; Palaeonemertea; Archinemertea; Cephalotrichidae; Cephalothrix; Cephalothrix spiralis,Cephalothrix spiralis,species,Cephalothrix spiralis,Cephalothrix,Cephalothricidae,NA,Palaeonemertea,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Cephalothrix spiralis,Cephalothrix,Cephalotrichidae,Archinemertea,Palaeonemertea,Nemertea
GBMAA707-14,GBMAA707-14 Root; Animalia; Nemertea; Palaeonemertea; Archinemertea; Cephalotrichidae; Cephalothrix; Cephalothrix spiralis,Cephalothrix spiralis,species,Cephalothrix spiralis,Cephalothrix,Cephalothricidae,NA,Palaeonemertea,Nemertea,Metazoa,Top hit,postONncbi_nt,95,Cephalothrix spiralis,Cephalothrix,Cephalotrichidae,Archinemertea,Palaeonemertea,Nemertea
ASGRD044-18,ASGRD044-18 Root; Animalia; Mollusca; Gastropoda; Neogastropoda; Buccinidae; Aulacofusus; Aulacofusus brevicauda,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,Top hit,postONncbi_nt,95,Aulacofusus brevicauda,Aulacofusus,Buccinidae,Neogastropoda,Gastropoda,Mollusca
ASGRD093-18,ASGRD093-18 Root; Animalia; Mollusca; Gastropoda; Neogastropoda; Buccinidae; Aulacofusus; Aulacofusus brevicauda,Unassigned,Unassigned,NA,NA,NA,NA,NA,NA,NA,Top hit,postONncbi_nt,95,Aulacofusus brevicauda,Aulacofusus,Buccinidae,Neogastropoda,Gastropoda,Mollusca
MARGA048-16,MARGA048-16 Root; Animalia; Mollusca; Gastropoda; Neogastropoda; Buccinidae; Neptunea; Neptunea despecta,Neptunea antiqua,species,Neptunea antiqua,Neptunea,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Neptunea despecta,Neptunea,Buccinidae,Neogastropoda,Gastropoda,Mollusca
ARCMI343-14,ARCMI343-14 Root; Animalia; Mollusca; Gastropoda; Neogastropoda; Buccinidae; Buccinum; Buccinum polare,Buccinum polare,species,Buccinum polare,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Buccinum polare,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca
ASGRD192-18,ASGRD192-18 Root; Animalia; Mollusca; Gastropoda; Neogastropoda; Buccinidae; Buccinum; Buccinum ciliatum,Buccinum polare,species,Buccinum polare,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Buccinum ciliatum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca
MARGA006-16,MARGA006-16 Root; Animalia; Mollusca; Gastropoda; Neogastropoda; Buccinidae; Buccinum; Buccinum hydrophanum,Buccinum,genus,NA,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Buccinum hydrophanum,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca
ASGRD167-18,ASGRD167-18 Root; Animalia; Mollusca; Gastropoda; Neogastropoda; Buccinidae; Buccinum; Buccinum scalariforme,Buccinum,genus,NA,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca,Metazoa,Top hit,postONncbi_nt,95,Buccinum scalariforme,Buccinum,Buccinidae,Neogastropoda,Gastropoda,Mollusca
